epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
224,78943.7,1.04315,1.91091,0.69585,1.26964,0.93111,0.95418,0.97168,0.76605,0.92963,0.95257,0.97137,0.65858,0.76091,1.46526,5.08994,1.05106,0.000930953,0.000930953,0.000930953
225,79355.6,1.02438,1.92041,0.71467,1.24986,0.92702,0.97976,0.97384,0.77139,0.92702,0.97976,0.97384,0.66891,0.78345,1.4833,4.46814,1.06733,0.000927652,0.000927652,0.000927652
226,79701.5,0.98596,1.85415,0.6726,1.21106,0.87719,0.93752,0.95138,0.7256,0.88305,0.92703,0.95236,0.63082,0.87976,1.62965,3.64607,1.12997,0.000924352,0.000924352,0.000924352
227,80094.7,1.00373,1.8561,0.69479,1.22856,0.9159,0.96963,0.97294,0.77024,0.91924,0.9712,0.97409,0.66383,0.7524,1.45544,4.87331,1.04704,0.000921051,0.000921051,0.000921051
228,80477.2,0.97738,1.88354,0.67285,1.21905,0.87987,0.93216,0.95559,0.70594,0.87948,0.93235,0.95223,0.61602,0.96099,1.6751,4.48961,1.18616,0.00091775,0.00091775,0.00091775
229,80887.7,1.02075,1.91067,0.70824,1.2485,0.90238,0.95591,0.96724,0.74621,0.90166,0.9551,0.96736,0.64566,0.8614,1.56322,4.73645,1.12523,0.00091445,0.00091445,0.00091445
230,81263,0.98588,1.83827,0.67099,1.2136,0.93006,0.97133,0.97734,0.77791,0.93006,0.97133,0.97734,0.67479,0.74205,1.42515,4.92392,1.03944,0.000911149,0.000911149,0.000911149
231,81625.7,0.99888,1.86113,0.68125,1.23008,0.9223,0.97322,0.96772,0.7723,0.9223,0.97573,0.96798,0.6618,0.74242,1.45312,4.28586,1.03945,0.000907848,0.000907848,0.000907848
232,81938.4,0.98345,1.88033,0.68517,1.22525,0.92053,0.96753,0.97545,0.78652,0.91742,0.96765,0.97555,0.68884,0.73522,1.41615,4.15985,1.03007,0.000904548,0.000904548,0.000904548
233,82292.6,0.99531,1.85203,0.6922,1.21962,0.85723,0.9394,0.94104,0.68538,0.86003,0.94127,0.93932,0.58992,0.97896,1.6637,4.00256,1.19556,0.000901247,0.000901247,0.000901247
234,82620.1,1.00111,1.87352,0.67878,1.24114,0.92689,0.97889,0.97601,0.79517,0.92922,0.98221,0.97618,0.68269,0.72253,1.40305,5.02799,1.02189,0.000897946,0.000897946,0.000897946
235,82970.1,0.96316,1.84671,0.66737,1.20218,0.9265,0.97407,0.97838,0.7878,0.92576,0.97326,0.97829,0.68086,0.72983,1.43033,5.38386,1.02484,0.000894646,0.000894646,0.000894646
236,83346.2,0.99518,1.87126,0.68178,1.23297,0.90471,0.98394,0.97971,0.78476,0.90399,0.98313,0.97955,0.68026,0.74053,1.43444,3.69546,1.0289,0.000891345,0.000891345,0.000891345
237,83723.7,0.97225,1.79566,0.65594,1.21277,0.93347,0.94674,0.97644,0.79155,0.9315,0.94593,0.9759,0.67488,0.74955,1.46989,3.37353,1.04353,0.000888044,0.000888044,0.000888044
238,84041.4,0.96748,1.77349,0.8855,1.17259,0.8569,0.90254,0.93992,0.70314,0.85726,0.90259,0.93574,0.60493,0.92402,1.70061,4.21185,1.15506,0.000884744,0.000884744,0.000884744
239,84455.5,0.9915,1.88215,0.67577,1.21043,0.91138,0.96917,0.97628,0.78726,0.91067,0.96823,0.97621,0.68711,0.72514,1.41687,4.13855,1.0178,0.000881443,0.000881443,0.000881443
240,84809.1,0.98318,1.8208,0.67427,1.20749,0.90932,0.96988,0.9713,0.75455,0.91005,0.97069,0.97147,0.64555,0.82566,1.52814,4.05069,1.09171,0.000878142,0.000878142,0.000878142
241,85210.4,0.9938,1.83444,0.67469,1.20535,0.91617,0.98125,0.98054,0.79009,0.91759,0.97332,0.98054,0.68507,0.72629,1.40147,2.81054,1.02707,0.000874842,0.000874842,0.000874842
242,85525.8,0.93694,1.80247,0.63857,1.18131,0.9358,0.97814,0.98069,0.80077,0.9358,0.97814,0.98069,0.6871,0.70528,1.3902,3.69151,1.00737,0.000871541,0.000871541,0.000871541
243,85875.1,0.9576,1.79936,0.6387,1.19946,0.9267,0.97594,0.97835,0.79739,0.9267,0.97594,0.97835,0.68843,0.73047,1.40767,4.98218,1.02193,0.00086824,0.00086824,0.00086824
244,86244.7,0.97199,1.85073,0.66625,1.20755,0.89269,0.98738,0.9695,0.77776,0.89282,0.98853,0.96955,0.66941,0.7622,1.46074,4.3416,1.04684,0.00086494,0.00086494,0.00086494
245,86592.2,0.97,1.82268,0.65026,1.19818,0.93796,0.97085,0.97396,0.79298,0.93796,0.97085,0.97396,0.67897,0.7281,1.39443,4.55157,1.01918,0.000861639,0.000861639,0.000861639
246,86901.7,0.94456,1.82229,0.66127,1.20181,0.93992,0.97739,0.97747,0.79536,0.93992,0.97739,0.97747,0.68789,0.73427,1.401,4.07914,1.02528,0.000858338,0.000858338,0.000858338
247,87230.8,0.9495,1.8356,0.66367,1.18724,0.92166,0.98585,0.9829,0.80003,0.92166,0.98585,0.9829,0.70745,0.70864,1.38547,3.58679,1.01298,0.000855038,0.000855038,0.000855038
248,87561.6,0.95321,1.7959,0.6371,1.20124,0.94013,0.98763,0.98155,0.79791,0.93939,0.98683,0.98057,0.6995,0.69556,1.36822,4.01131,1.00333,0.000851737,0.000851737,0.000851737
249,87967.2,0.92064,1.80339,0.64711,1.17474,0.9198,0.98299,0.97695,0.78768,0.91909,0.98219,0.97647,0.69702,0.70796,1.39977,4.24616,1.01537,0.000848436,0.000848436,0.000848436
250,88318.5,0.95796,1.79302,0.64975,1.19278,0.93121,0.97958,0.97616,0.79729,0.93046,0.97877,0.9759,0.69104,0.72217,1.41793,3.12791,1.02987,0.000845136,0.000845136,0.000845136
251,88743.4,1.00307,1.82131,0.69692,1.26466,0.93908,0.96027,0.97886,0.80917,0.93908,0.96027,0.97886,0.69743,0.68886,1.38337,2.94065,1.00571,0.000841835,0.000841835,0.000841835
252,89141.9,0.96646,1.80318,0.66725,1.20279,0.93443,0.98618,0.98218,0.81662,0.93443,0.98618,0.9821,0.69882,0.66449,1.36105,3.31892,0.98592,0.000838534,0.000838534,0.000838534
253,89507.9,0.97768,1.76619,0.65601,1.20458,0.92604,0.99432,0.98331,0.81388,0.92604,0.99432,0.98331,0.70539,0.68186,1.36101,3.30307,0.99093,0.000835234,0.000835234,0.000835234
254,89843,0.93569,1.80514,0.64585,1.18774,0.93698,0.9604,0.97849,0.79328,0.93627,0.96058,0.97836,0.68623,0.75296,1.42913,3.1324,1.04105,0.000831933,0.000831933,0.000831933
255,90183.5,0.95282,1.79264,0.63859,1.18201,0.9278,0.97075,0.97757,0.78716,0.9278,0.97075,0.97746,0.67655,0.72393,1.40957,4.36185,1.0251,0.000828632,0.000828632,0.000828632
256,90516.3,0.94388,1.783,0.64754,1.18307,0.92835,0.9881,0.98179,0.8061,0.92835,0.9881,0.98179,0.69894,0.69022,1.34669,3.54369,0.99873,0.000825332,0.000825332,0.000825332
257,90874.9,0.93609,1.75798,0.63417,1.18542,0.94693,0.97536,0.98613,0.80795,0.94693,0.97536,0.98666,0.70666,0.70357,1.37095,3.30178,1.00579,0.000822031,0.000822031,0.000822031
258,91213,0.90042,1.74742,0.6186,1.17082,0.94061,0.98883,0.98385,0.81475,0.94061,0.98883,0.98385,0.69711,0.67352,1.33473,3.2265,0.98785,0.00081873,0.00081873,0.00081873
259,91555.3,0.93363,1.81029,0.63177,1.17578,0.94075,0.9821,0.98289,0.82012,0.94075,0.9821,0.98289,0.71422,0.67156,1.32883,3.76772,0.9811,0.00081543,0.00081543,0.00081543
260,91903.9,0.91003,1.7597,0.62003,1.15944,0.9489,0.97845,0.98644,0.81556,0.9489,0.97845,0.98644,0.70944,0.70701,1.35663,3.77862,0.99968,0.000812129,0.000812129,0.000812129
261,92270.5,0.91351,1.758,0.60687,1.1754,0.94236,0.99102,0.98502,0.81295,0.94162,0.99022,0.985,0.70805,0.67987,1.35249,3.89633,0.99214,0.000808828,0.000808828,0.000808828
262,92630.5,0.90031,1.75813,0.61242,1.16396,0.95053,0.98982,0.98672,0.81969,0.95053,0.98982,0.98672,0.71204,0.66896,1.31563,2.84093,0.98067,0.000805528,0.000805528,0.000805528
263,92967.8,0.94574,1.76207,0.63226,1.19315,0.96456,0.98254,0.98582,0.81018,0.96456,0.98254,0.98582,0.71188,0.6809,1.31235,3.0838,0.98604,0.000802227,0.000802227,0.000802227
264,93293.6,0.89218,1.77977,0.60976,1.17089,0.90693,0.92942,0.96054,0.75806,0.90547,0.92781,0.96012,0.65666,0.81649,1.53782,3.47886,1.08302,0.000798926,0.000798926,0.000798926
265,93633.4,0.92861,1.75861,0.6255,1.18021,0.93705,0.99237,0.98525,0.8192,0.93882,0.99352,0.98566,0.71662,0.67955,1.32056,3.75163,0.98619,0.000795626,0.000795626,0.000795626
266,93958.5,0.91894,1.74993,0.64638,1.17361,0.96081,0.98231,0.98831,0.83561,0.96046,0.98537,0.98833,0.71965,0.64111,1.2868,2.69407,0.96841,0.000792325,0.000792325,0.000792325
267,94292.5,0.93411,1.72722,0.66938,1.17375,0.9532,0.98064,0.98537,0.82363,0.9532,0.98064,0.98537,0.7107,0.68855,1.31067,3.32226,0.99276,0.000789024,0.000789024,0.000789024
268,94620.5,0.9215,1.73624,0.62165,1.17589,0.95651,0.98552,0.99025,0.8186,0.95651,0.98552,0.99025,0.71739,0.67564,1.31117,3.06935,0.98238,0.000785724,0.000785724,0.000785724
269,94965.5,0.93593,1.77659,0.6417,1.18105,0.85706,0.90769,0.94686,0.71447,0.85683,0.90743,0.94481,0.61592,0.92538,1.63266,2.69238,1.16062,0.000782423,0.000782423,0.000782423
270,95316.9,0.88062,1.72215,0.60143,1.14785,0.88921,0.87419,0.9366,0.69514,0.88644,0.87098,0.93096,0.58652,0.9469,1.72864,3.329,1.17896,0.000779122,0.000779122,0.000779122
271,95648,0.94034,1.75671,0.71309,1.18603,0.94409,0.99017,0.98859,0.82339,0.94783,0.98334,0.98859,0.71677,0.66735,1.31998,3.5823,0.97399,0.000775822,0.000775822,0.000775822
272,95996,0.92155,1.72624,0.61865,1.15396,0.95082,0.99518,0.98939,0.82759,0.95082,0.99518,0.98939,0.72114,0.64338,1.30227,2.80513,0.96576,0.000772521,0.000772521,0.000772521
273,96380.4,0.87987,1.70827,0.6122,1.13087,0.94409,0.97809,0.9867,0.80439,0.94409,0.97809,0.9867,0.70148,0.70103,1.35849,2.4908,1.00275,0.00076922,0.00076922,0.00076922
274,96735.8,0.87322,1.70523,0.59804,1.12831,0.95241,0.98457,0.98958,0.83019,0.95241,0.98457,0.98958,0.72226,0.64329,1.27633,2.82976,0.96529,0.00076592,0.00076592,0.00076592
275,97068.4,0.89539,1.74625,0.61838,1.16111,0.95328,0.9818,0.9892,0.82549,0.94988,0.97862,0.98878,0.71869,0.67169,1.29986,2.41982,0.98137,0.000762619,0.000762619,0.000762619
276,97396.7,0.8753,1.70802,0.61625,1.14494,0.9439,0.98553,0.98319,0.80371,0.9439,0.98553,0.98319,0.70607,0.71242,1.34651,2.39936,1.00664,0.000759318,0.000759318,0.000759318
277,97741.6,0.91127,1.74218,0.61073,1.16967,0.96109,0.97723,0.99028,0.83543,0.96109,0.97723,0.99028,0.73636,0.6208,1.25327,3.33613,0.94899,0.000756018,0.000756018,0.000756018
278,98123.9,0.87921,1.69959,0.597,1.14441,0.95953,0.99025,0.99167,0.8352,0.95953,0.99025,0.99167,0.7317,0.63021,1.24006,2.87209,0.95342,0.000752717,0.000752717,0.000752717
279,98468.4,0.87294,1.71062,0.59268,1.14664,0.95814,0.9882,0.99157,0.83411,0.95814,0.9882,0.99157,0.73068,0.62629,1.2462,2.64032,0.95254,0.000749417,0.000749417,0.000749417
280,98785,0.86021,1.6852,0.58753,1.13951,0.95007,0.99598,0.98852,0.82828,0.95049,0.99186,0.98852,0.71473,0.65166,1.26924,2.75719,0.96692,0.000746116,0.000746116,0.000746116
281,99106.3,0.89152,1.72473,0.60552,1.1511,0.95014,0.99352,0.99085,0.83168,0.95014,0.99352,0.99085,0.72788,0.65142,1.25282,3.54376,0.96438,0.000742815,0.000742815,0.000742815
282,99434,0.88965,1.71054,0.6095,1.14805,0.96042,0.97945,0.99043,0.83854,0.96042,0.97945,0.99043,0.73125,0.61084,1.24961,2.8423,0.9484,0.000739515,0.000739515,0.000739515
283,99812.9,0.87991,1.65093,0.58893,1.14274,0.95548,0.99211,0.99058,0.83524,0.95548,0.99211,0.99058,0.73492,0.6378,1.2598,2.66569,0.95824,0.000736214,0.000736214,0.000736214
284,100165,0.84261,1.66878,0.57701,1.11264,0.96478,0.99216,0.99159,0.84014,0.96478,0.99216,0.99159,0.73348,0.62608,1.25698,2.83176,0.95129,0.000732913,0.000732913,0.000732913
285,100510,0.87215,1.68563,0.5825,1.15398,0.94611,0.9907,0.98588,0.82119,0.94611,0.9907,0.98588,0.71621,0.67051,1.29921,2.71864,0.97743,0.000729613,0.000729613,0.000729613
286,100893,0.8841,1.71576,0.59885,1.15284,0.94625,0.98455,0.98757,0.83943,0.94625,0.98455,0.98757,0.73482,0.62011,1.24489,2.13379,0.95123,0.000726312,0.000726312,0.000726312
287,101289,0.84395,1.67135,0.57956,1.12542,0.964,0.9852,0.98843,0.83835,0.964,0.9852,0.98843,0.72356,0.62362,1.24582,2.07374,0.94989,0.000723011,0.000723011,0.000723011
288,101641,0.89451,1.71694,0.59318,1.14697,0.95116,0.99334,0.98997,0.83818,0.95116,0.99334,0.98997,0.72982,0.60848,1.2406,2.21966,0.9435,0.000719711,0.000719711,0.000719711
289,101981,0.87075,1.70698,0.61912,1.15063,0.95355,0.99191,0.98963,0.83543,0.95355,0.99191,0.98963,0.73531,0.62415,1.22921,2.70083,0.95092,0.00071641,0.00071641,0.00071641
290,102335,0.84583,1.63575,0.57131,1.14017,0.9565,0.98674,0.99041,0.8404,0.9565,0.98674,0.99041,0.73476,0.61634,1.23195,2.52231,0.94444,0.000713109,0.000713109,0.000713109
291,102724,0.86692,1.68009,0.60734,1.14986,0.96118,0.99191,0.99167,0.84032,0.96118,0.99191,0.99167,0.73564,0.62295,1.23039,2.3312,0.94701,0.000709809,0.000709809,0.000709809
292,103098,0.8538,1.65769,0.58519,1.12883,0.95154,0.9895,0.98986,0.82179,0.95154,0.9895,0.98986,0.72289,0.68808,1.31446,1.88648,0.98785,0.000706508,0.000706508,0.000706508
293,103451,0.88532,1.65988,0.61733,1.1484,0.94343,0.97075,0.98645,0.81892,0.94343,0.97075,0.98645,0.7144,0.6938,1.3264,2.46299,0.9888,0.000703207,0.000703207,0.000703207
294,103781,0.82978,1.6361,0.57915,1.11705,0.95076,0.98922,0.98872,0.8327,0.95076,0.98922,0.98872,0.73246,0.63725,1.25341,2.99847,0.95307,0.000699907,0.000699907,0.000699907
295,104158,0.87981,1.70322,0.59142,1.15162,0.9596,0.98518,0.9878,0.81875,0.9596,0.98518,0.9878,0.72526,0.67091,1.29668,2.07438,0.97265,0.000696606,0.000696606,0.000696606
296,104473,0.85883,1.65454,0.56241,1.13141,0.9591,0.98951,0.99175,0.8401,0.9591,0.98951,0.99175,0.74413,0.62673,1.2511,2.51023,0.94603,0.000693305,0.000693305,0.000693305
297,104810,0.83272,1.6598,0.56741,1.11404,0.97362,0.98057,0.99178,0.84498,0.97362,0.98057,0.99178,0.74618,0.61758,1.20727,1.66651,0.94499,0.000690005,0.000690005,0.000690005
298,105175,0.83479,1.63973,0.58798,1.13067,0.97731,0.98551,0.99327,0.84205,0.97731,0.98551,0.99327,0.74618,0.60571,1.19547,1.91954,0.93859,0.000686704,0.000686704,0.000686704
299,105529,0.84767,1.6566,0.54474,1.12242,0.97258,0.98869,0.99236,0.84865,0.97296,0.98799,0.99236,0.75269,0.59092,1.1986,1.86268,0.92974,0.000683403,0.000683403,0.000683403
300,105864,0.83237,1.62852,0.57253,1.10959,0.97341,0.99369,0.99229,0.8415,0.97451,0.99091,0.99229,0.74453,0.59097,1.18407,2.11807,0.92779,0.000680103,0.000680103,0.000680103
301,106230,0.8376,1.64899,0.55353,1.11739,0.97232,0.98963,0.99295,0.8461,0.97232,0.98963,0.99295,0.74576,0.60282,1.21508,2.17042,0.93624,0.000676802,0.000676802,0.000676802
302,106579,0.81699,1.66043,0.5629,1.10891,0.97637,0.98709,0.99111,0.84399,0.97637,0.98709,0.9915,0.74625,0.60332,1.20013,2.00983,0.93799,0.000673501,0.000673501,0.000673501
303,106990,0.81994,1.61491,0.54256,1.10344,0.97039,0.99025,0.99291,0.85653,0.97039,0.99025,0.99291,0.74376,0.58186,1.18406,2.12884,0.92456,0.000670201,0.000670201,0.000670201
304,107343,0.82112,1.65384,0.56346,1.10035,0.97962,0.98405,0.99326,0.84942,0.97962,0.98405,0.9936,0.74596,0.60371,1.20112,1.82014,0.93937,0.0006669,0.0006669,0.0006669
305,107729,0.83337,1.62286,0.67053,1.12278,0.97216,0.99202,0.99379,0.8456,0.97216,0.99202,0.99379,0.75105,0.58842,1.18515,1.8726,0.92896,0.000663599,0.000663599,0.000663599
306,108075,0.81237,1.57227,0.66572,1.08907,0.97178,0.98703,0.99163,0.85137,0.97178,0.98703,0.99163,0.74691,0.56699,1.17103,2.03218,0.91801,0.000660299,0.000660299,0.000660299
307,108453,0.79631,1.57657,0.84519,1.07856,0.97248,0.9893,0.9917,0.85376,0.97248,0.9893,0.9917,0.75069,0.5748,1.16997,1.95505,0.91989,0.000656998,0.000656998,0.000656998
308,108817,0.79519,1.62292,0.56153,1.0958,0.97529,0.98157,0.99267,0.84804,0.97529,0.98157,0.99267,0.74662,0.58803,1.1622,1.61436,0.92595,0.000653697,0.000653697,0.000653697
309,109174,0.80792,1.62406,0.5494,1.1115,0.98089,0.97614,0.99324,0.84513,0.98089,0.97614,0.99324,0.7527,0.58734,1.17524,1.75275,0.92535,0.000650397,0.000650397,0.000650397
310,109543,0.79122,1.55884,0.52644,1.08399,0.9716,0.99414,0.99335,0.85683,0.9716,0.99414,0.99335,0.76142,0.57257,1.15244,1.92113,0.91488,0.000647096,0.000647096,0.000647096
311,109908,0.8093,1.59361,0.5427,1.09333,0.97996,0.99678,0.99391,0.86097,0.97996,0.99678,0.99391,0.76118,0.5665,1.154,1.37444,0.91179,0.000643795,0.000643795,0.000643795
312,110313,0.81797,1.62338,0.55502,1.10889,0.97732,0.99759,0.99386,0.85737,0.97732,0.99759,0.99386,0.75935,0.57041,1.15876,1.73533,0.91122,0.000640495,0.000640495,0.000640495
313,110715,0.82361,1.56079,0.55299,1.10365,0.9746,0.99185,0.99315,0.85689,0.9746,0.99185,0.99315,0.75246,0.56816,1.16601,1.98792,0.90926,0.000637194,0.000637194,0.000637194
314,111049,0.79113,1.56448,0.52872,1.08828,0.97698,0.99494,0.99272,0.85261,0.98049,0.98869,0.99271,0.7524,0.59256,1.17253,1.58301,0.92087,0.000633893,0.000633893,0.000633893
315,111377,0.83895,1.57594,0.55587,1.09838,0.98083,0.99251,0.99249,0.85567,0.97955,0.98655,0.99249,0.7631,0.58119,1.1464,1.18456,0.91671,0.000630593,0.000630593,0.000630593
316,111710,0.84367,1.61837,0.5314,1.16034,0.97684,0.98065,0.99125,0.85323,0.97684,0.98065,0.99125,0.75117,0.59005,1.18974,1.56554,0.9264,0.000627292,0.000627292,0.000627292
317,112071,0.78464,1.5762,0.52288,1.09223,0.98081,0.98239,0.99149,0.85653,0.98081,0.98239,0.99149,0.76535,0.56217,1.16628,1.25136,0.91282,0.000623991,0.000623991,0.000623991
318,112389,0.81518,1.57146,0.53135,1.09383,0.9795,0.98522,0.99401,0.85701,0.9795,0.98522,0.99401,0.75994,0.57653,1.15522,1.83459,0.91642,0.000620691,0.000620691,0.000620691
319,112723,0.78609,1.55986,0.53079,1.09127,0.97794,0.98913,0.99377,0.85709,0.97794,0.98913,0.99377,0.76061,0.56575,1.17427,1.32763,0.91174,0.00061739,0.00061739,0.00061739
320,113102,0.81578,1.624,0.55459,1.10473,0.98238,0.99277,0.99276,0.86455,0.98238,0.99277,0.99276,0.764,0.54766,1.13339,0.75675,0.89774,0.000614089,0.000614089,0.000614089
321,113511,0.80135,1.59669,0.53548,1.08853,0.98251,0.99114,0.99254,0.86697,0.98251,0.99114,0.99254,0.76088,0.56233,1.13004,1.22269,0.90706,0.000610789,0.000610789,0.000610789
322,113882,0.81101,1.57239,0.53142,1.09148,0.98367,0.99412,0.99413,0.8728,0.98367,0.99412,0.99413,0.77124,0.55028,1.11459,1.13866,0.9006,0.000607488,0.000607488,0.000607488
323,114227,0.80364,1.5835,0.53015,1.08471,0.9806,0.99342,0.99392,0.85738,0.9806,0.99342,0.99392,0.75497,0.58544,1.19404,1.51664,0.92541,0.000604187,0.000604187,0.000604187
324,114574,0.80065,1.55366,0.53889,1.09816,0.97641,0.99678,0.99407,0.85843,0.97641,0.99678,0.99407,0.75996,0.5741,1.17904,1.82536,0.91881,0.000600887,0.000600887,0.000600887
325,114912,0.79144,1.57505,0.52242,1.0824,0.98655,0.99166,0.99452,0.86158,0.98655,0.99166,0.99452,0.76545,0.56927,1.14474,1.07883,0.91342,0.000597586,0.000597586,0.000597586
326,115272,0.79623,1.58824,0.54245,1.09049,0.97594,0.98826,0.99373,0.86015,0.97594,0.98826,0.99373,0.76842,0.562,1.15815,0.89622,0.91383,0.000594286,0.000594286,0.000594286
327,115641,0.77215,1.55796,0.50759,1.08797,0.98724,0.99437,0.99445,0.86576,0.98724,0.99437,0.99445,0.76015,0.5536,1.12655,0.86392,0.9031,0.000590985,0.000590985,0.000590985
328,116012,0.80014,1.54353,0.52425,1.10893,0.98088,0.98605,0.99442,0.85256,0.98088,0.98605,0.99442,0.76199,0.56976,1.15547,1.02397,0.91664,0.000587684,0.000587684,0.000587684
329,116363,0.8632,1.64428,0.58954,1.12702,0.97933,0.98939,0.99445,0.86926,0.97933,0.98939,0.99445,0.76939,0.54579,1.12438,1.53526,0.90233,0.000584384,0.000584384,0.000584384
330,116673,0.7735,1.53416,0.52036,1.08712,0.97997,0.99405,0.99399,0.86324,0.97997,0.99405,0.99399,0.76787,0.55863,1.14172,1.06713,0.90874,0.000581083,0.000581083,0.000581083
331,117029,0.78008,1.55372,0.5328,1.08468,0.97875,0.99839,0.99405,0.85345,0.97875,0.99839,0.99405,0.75814,0.57105,1.13297,1.3675,0.9111,0.000577782,0.000577782,0.000577782
332,117370,0.73407,1.4511,0.64895,1.03665,0.98573,0.99023,0.99434,0.86719,0.98573,0.99023,0.99434,0.76205,0.54753,1.11105,1.15674,0.89877,0.000574482,0.000574482,0.000574482
333,117754,0.7966,1.59719,0.5266,1.09715,0.9839,0.98135,0.99331,0.85577,0.9839,0.98135,0.99331,0.75987,0.57885,1.18589,1.02952,0.91903,0.000571181,0.000571181,0.000571181
334,118125,0.77058,1.56865,0.52348,1.08954,0.95689,0.95734,0.98768,0.81921,0.95636,0.95473,0.98789,0.72213,0.70377,1.33384,1.56885,1.0013,0.00056788,0.00056788,0.00056788
